timestamp,value,anomaly_score,raw_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2024-02-08 05:34:40,143,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:40,201,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:40,176,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:40,145,0.030102999665900007,0.949999988079,0,-0.11,-0.22,-0.11
2024-02-08 05:34:40,143,0.030102999665900007,0.649999976158,0,-0.11,-0.22,-0.11
2024-02-08 05:34:40,518,1.0,0.699999988079,0,-0.11,-0.22,-0.11
2024-02-08 05:34:42,201,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:43,143,0.030102999665900007,0.324999988079,0,-0.11,-0.22,-0.11
2024-02-08 05:34:43,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:43,200,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
2024-02-08 05:34:43,145,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:45,200,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:49,145,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:49,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:49,198,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:49,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:34:51,198,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,341,0.030102999665900007,0.675000011921,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,199,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,342,0.030102999665900007,0.125,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,199,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,342,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,143,0.030102999665900007,0.47499999404,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,144,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:30,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,274,0.030102999665900007,0.375,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,257,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,598,1.0,0.725000023842,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,272,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,273,0.030102999665900007,0.22499999403999998,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,196,0.030102999665900007,0.40000000596,0,-0.11,-0.22,-0.11
2024-02-08 05:35:53,598,0.030102999665900007,0.449999988079,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,200,0.030102999665900007,0.524999976158,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,197,0.030102999665900007,0.22499999403999998,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:00,144,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:02,200,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.40000000596,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,451,0.030102999665900007,0.40000000596,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,435,0.030102999665900007,0.20000000298,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.22499999403999998,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,443,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,455,0.030102999665900007,0.625,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,456,0.030102999665900007,0.675000011921,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,450,0.030102999665900007,0.17499999702,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,454,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,452,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,448,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-02-08 05:36:04,257,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
