,0,5,10,15,20,25,30,35,40
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.0,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0
100,0.0,0.5740740740740741,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0
150,0.0,0.3333333333333333,0.7777777777777778,0.9074074074074074,0.9629629629629629,0.9814814814814815,1.0,1.0,1.0
200,0.0,0.1956521739130435,0.7608695652173914,0.8478260869565217,0.9347826086956522,0.9782608695652174,0.9782608695652174,1.0,1.0
250,0.0,0.17391304347826086,0.6304347826086957,0.7608695652173914,0.8260869565217391,0.8913043478260869,0.9565217391304348,1.0,1.0
300,0.0,0.10869565217391304,0.5,0.6304347826086957,0.7391304347826086,0.8478260869565217,0.9130434782608695,0.9347826086956522,1.0
350,0.0,0.08695652173913043,0.43478260869565216,0.5652173913043478,0.6521739130434783,0.717391304347826,0.8478260869565217,0.8695652173913043,0.9565217391304348
