threshold,TP,TN,FP,FN,TP_LATE
0.0,133.0,0.0,470.0,0.0,0.0
0.05,133.0,0.0,470.0,0.0,0.0
0.1,133.0,0.0,470.0,0.0,0.0
0.15,133.0,0.0,470.0,0.0,0.0
0.2,133.0,0.0,470.0,0.0,0.0
0.25,133.0,0.0,470.0,0.0,0.0
0.3,133.0,0.0,470.0,0.0,0.0
0.35,133.0,0.0,470.0,0.0,0.0
0.4,133.0,0.0,470.0,0.0,0.0
0.45,133.0,0.0,470.0,0.0,0.0
0.5,133.0,0.0,470.0,0.0,0.0
0.55,133.0,0.0,470.0,0.0,0.0
0.6,133.0,0.0,470.0,0.0,0.0
0.65,133.0,0.0,470.0,0.0,0.0
0.7,133.0,0.0,470.0,0.0,0.0
0.75,133.0,0.0,470.0,0.0,0.0
0.8,133.0,0.0,470.0,0.0,0.0
0.85,133.0,0.0,470.0,0.0,0.0
0.9,133.0,0.0,470.0,0.0,0.0
0.95,133.0,12.0,458.0,0.0,0.0
1.0,0.0,470.0,0.0,133.0,0.0
