Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal
2,0,2,47,9502,1091379200,680,2,0,883.8066762105262,1049411969,10769,0,0,1047269376,255681
4,0,2,51,9579,1091379200,570,2,0,883.7781509867391,1057884524,8700,0,0,1055744000,257750
5,0,2,34,9406,1091379200,840,2,0,894.2084372607401,1051033575,10373,0,0,1048891392,256077
