timestamp,value,anomaly_score,label
2024-03-06 12:11:49.494248,226,1.0,0.0
2024-03-06 12:11:49.523869,645,1.0,0.0
2024-03-06 12:11:49.524049,177,1.0,0.0
2024-03-06 12:11:49.557578,228,1.0,0.0
2024-03-06 12:11:49.592110,178,1.0,0.0
2024-03-06 12:11:49.592217,229,1.0,0.0
2024-03-06 12:11:49.592309,179,1.0,0.0
2024-03-06 12:11:49.592376,230,1.0,0.0
2024-03-06 12:11:49.592454,179,1.0,0.0
2024-03-06 12:11:49.592516,181,1.0,0.0
2024-03-06 12:11:49.614976,653,1.0,0.0
2024-03-06 12:11:49.630272,654,1.0,0.0
2024-03-06 12:11:49.636537,652,1.0,0.0
2024-03-06 12:11:49.659075,313,1.0,0.0
2024-03-06 12:11:49.659096,314,1.0,0.0
2024-03-06 12:11:49.659110,314,1.0,0.0
2024-03-06 12:11:49.836522,130,1.0,0.0
2024-03-06 12:11:49.849023,655,1.0,0.0
2024-03-06 12:11:49.893865,656,1.0,0.0
2024-03-06 12:11:50.025022,655,1.0,0.0
2024-03-06 12:11:52.571640,657,1.0,0.0
2024-03-06 12:11:52.572024,657,1.0,0.0
2024-03-06 12:11:52.572178,657,1.0,0.0
2024-03-06 12:11:52.572357,657,1.0,0.0
2024-03-06 12:11:52.572515,657,1.0,0.0
2024-03-06 12:11:52.572658,657,1.0,0.0
2024-03-06 12:11:52.572736,657,1.0,0.0
2024-03-06 12:11:53.257367,658,1.0,0.0
2024-03-06 12:11:54.631117,660,1.0,0.0
2024-03-06 12:11:54.939081,676,1.0,0.0
2024-03-06 12:11:55.150400,659,1.0,0.0
2024-03-06 12:11:56.905844,185,1.0,0.0
2024-03-06 12:11:56.910519,185,1.0,0.0
2024-03-06 12:11:57.015617,186,1.0,0.0
2024-03-06 12:11:57.039077,660,1.0,0.0
2024-03-06 12:11:57.046642,661,1.0,0.0
2024-03-06 12:11:57.064433,187,1.0,0.0
2024-03-06 12:11:57.138311,323,1.0,0.0
