timestamp,value
2024-02-05 17:42:38,176
2024-02-05 17:42:38,201
2024-02-05 17:43:52,143
2024-02-05 17:43:52,143
2024-02-05 17:43:52,342
2024-02-05 17:43:52,144
2024-02-05 17:43:52,342
2024-02-05 17:43:52,199
2024-02-05 17:43:52,199
2024-02-05 17:43:52,341
2024-02-05 17:44:22,197
2024-02-05 17:44:22,198
2024-02-05 17:44:22,143
2024-02-05 17:44:22,143
2024-02-05 17:44:22,144
2024-02-05 17:44:22,145
2024-02-05 17:44:22,143
2024-02-05 17:44:22,143
2024-02-05 17:44:24,198
2024-02-05 17:44:37,199
2024-02-05 17:44:37,342
2024-02-05 17:44:37,342
2024-02-05 17:44:37,199
2024-02-05 17:44:37,341
2024-02-05 17:44:37,143
2024-02-05 17:44:37,144
2024-02-05 17:44:37,143
2024-02-05 17:45:07,144
2024-02-05 17:45:07,143
2024-02-05 17:45:07,143
2024-02-05 17:45:07,143
2024-02-05 17:45:07,197
2024-02-05 17:45:07,200
2024-02-05 17:45:07,145
2024-02-05 17:45:07,143
2024-02-05 17:45:09,200
2024-02-05 17:45:45,143
2024-02-05 17:45:45,144
2024-02-05 17:45:46,342
2024-02-05 17:45:46,199
2024-02-05 17:45:46,341
2024-02-05 17:45:46,342
2024-02-05 17:46:16,197
2024-02-05 17:46:16,200
2024-02-05 17:46:16,143
2024-02-05 17:46:16,143
2024-02-05 17:46:16,145
2024-02-05 17:46:16,144
2024-02-05 17:46:16,143
2024-02-05 17:46:16,203
2024-02-05 17:46:16,204
2024-02-05 17:46:16,205
2024-02-05 17:46:16,143
2024-02-05 17:46:17,200
2024-02-05 17:46:51,342
2024-02-05 17:46:51,342
2024-02-05 17:46:51,341
2024-02-05 17:46:51,144
2024-02-05 17:46:51,143
2024-02-05 17:46:51,199
2024-02-05 17:47:21,143
2024-02-05 17:47:21,200
2024-02-05 17:47:21,143
2024-02-05 17:47:21,143
2024-02-05 17:47:21,144
2024-02-05 17:47:21,145
2024-02-05 17:47:21,197
2024-02-05 17:47:21,143
2024-02-05 17:47:22,200
2024-02-05 17:47:37,144
2024-02-05 17:47:37,143
2024-02-05 17:47:37,341
2024-02-05 17:47:37,199
2024-02-05 17:47:37,143
2024-02-05 17:48:07,143
2024-02-05 17:48:07,204
2024-02-05 17:48:07,143
2024-02-05 17:48:07,143
2024-02-05 17:48:07,145
2024-02-05 17:48:07,144
2024-02-05 17:48:07,143
2024-02-05 17:48:07,203
2024-02-05 17:48:07,197
2024-02-05 17:48:07,201
2024-02-05 17:48:07,205
2024-02-05 17:48:09,201
2024-02-05 17:48:48,199
2024-02-05 17:48:48,341
2024-02-05 17:48:48,144
2024-02-05 17:48:48,143
2024-02-05 17:48:48,342
2024-02-05 17:48:48,143
2024-02-05 17:48:48,342
2024-02-05 17:49:18,143
2024-02-05 17:49:18,205
2024-02-05 17:49:18,204
2024-02-05 17:49:18,203
2024-02-05 17:49:18,197
2024-02-05 17:49:18,198
2024-02-05 17:49:18,145
2024-02-05 17:49:18,144
2024-02-05 17:49:18,143
2024-02-05 17:49:18,143
2024-02-05 17:49:18,143
2024-02-05 17:49:20,198
2024-02-05 17:49:48,341
2024-02-05 17:49:48,199
2024-02-05 17:49:48,342
2024-02-05 17:49:48,342
2024-02-05 17:49:48,143
2024-02-05 17:49:48,143
2024-02-05 17:49:48,144
2024-02-05 17:50:19,204
2024-02-05 17:50:19,144
2024-02-05 17:50:19,143
2024-02-05 17:50:19,143
2024-02-05 17:50:19,143
2024-02-05 17:50:19,205
2024-02-05 17:50:19,145
2024-02-05 17:50:19,201
2024-02-05 17:50:19,197
2024-02-05 17:50:19,203
2024-02-05 17:50:19,143
2024-02-05 17:50:20,201
2024-02-05 17:50:53,341
2024-02-05 17:50:53,143
2024-02-05 17:50:53,199
2024-02-05 17:50:53,143
2024-02-05 17:50:53,342
2024-02-05 17:50:53,342
2024-02-05 17:50:53,144
2024-02-05 17:51:23,143
2024-02-05 17:51:23,143
